Plot,TreeID,Species,Year,DBH,GapYears,PrevDBH,GrowthRate,GrowthType
Lower,117,red oak,2017,27.7,1.0,27.31,0.014280483339436125,normal
Lower,117,red oak,2018,27.95,1.0,27.7,0.009025270758122744,normal
Lower,117,red oak,2021,28.8,3.0,27.95,0.010137149672033411,annualized
Lower,117,red oak,2022,29.0,1.0,28.8,0.00694444444444442,normal
Lower,117,red oak,2023,29.0,1.0,29.0,0.0,normal
Lower,117,red oak,2024,28.31,1.0,29.0,-0.023793103448275905,normal
Lower,117,red oak,2025,29.6,1.0,28.31,0.04556693747792309,normal
Lower,118,black birch,2015,2.0,,,,initial
Lower,118,black birch,2016,1.5,1.0,2.0,-0.25,normal
Lower,118,black birch,2017,1.5,1.0,1.5,0.0,normal
Lower,118,black birch,2018,1.5,1.0,1.5,0.0,normal
Lower,118,black birch,2021,1.6,3.0,1.5,0.02222222222222224,annualized
Lower,118,black birch,2022,1.56,1.0,1.6,-0.025000000000000022,normal
Lower,118,black birch,2023,1.6,1.0,1.56,0.025641025641025664,normal
Lower,118,black birch,2024,1.54,1.0,1.6,-0.03750000000000003,normal
Lower,119,pignut hickory,2015,2.25,,,,initial
Lower,119,pignut hickory,2016,2.13,1.0,2.25,-0.05333333333333338,normal
Lower,119,pignut hickory,2017,2.13,1.0,2.13,0.0,normal
Lower,119,pignut hickory,2018,2.13,1.0,2.13,0.0,normal
Lower,119,pignut hickory,2021,2.1,3.0,2.13,-0.0046948356807511435,annualized
Lower,119,pignut hickory,2022,2.4,1.0,2.1,0.14285714285714277,normal
Lower,119,pignut hickory,2023,2.2,1.0,2.4,-0.08333333333333323,normal
Lower,119,pignut hickory,2024,2.07,1.0,2.2,-0.05909090909090924,normal
Lower,119,pignut hickory,2025,2.1,1.0,2.07,0.014492753623188527,normal
Lower,120,mockernut hickory,2015,3.75,,,,initial
Lower,120,mockernut hickory,2016,3.88,1.0,3.75,0.03466666666666664,normal
Lower,120,mockernut hickory,2017,3.94,1.0,3.88,0.01546391752577321,normal
Lower,120,mockernut hickory,2018,4.0,1.0,3.94,0.0152284263959391,normal
Lower,120,mockernut hickory,2021,3.9,3.0,4.0,-0.00833333333333334,annualized
Lower,120,mockernut hickory,2022,4.0,1.0,3.9,0.025641025641025664,normal
Lower,120,mockernut hickory,2023,4.0,1.0,4.0,0.0,normal
Lower,120,mockernut hickory,2024,4.04,1.0,4.0,0.010000000000000009,normal
Lower,120,mockernut hickory,2025,4.1,1.0,4.04,0.014851485148514755,normal
Lower,121,Musclewood,2015,1.69,,,,initial
Lower,121,Musclewood,2016,1.75,1.0,1.69,0.03550295857988169,normal
Lower,121,Musclewood,2017,1.69,1.0,1.75,-0.034285714285714315,normal
Lower,121,Musclewood,2018,1.13,1.0,1.69,-0.33136094674556216,normal
Lower,121,Musclewood,2021,1.7,3.0,1.13,0.16814159292035402,annualized
Lower,121,Musclewood,2022,1.48,1.0,1.7,-0.12941176470588234,normal
Lower,121,Musclewood,2023,1.72,1.0,1.48,0.16216216216216217,normal
Lower,121,Musclewood,2024,1.62,1.0,1.72,-0.05813953488372085,normal
Lower,121,Musclewood,2025,1.71,1.0,1.62,0.05555555555555546,normal
Lower,122,white pine,2015,11.8,,,,initial
Lower,122,white pine,2016,11.2,1.0,11.8,-0.05084745762711876,normal
Lower,122,white pine,2017,14.3,1.0,11.2,0.2767857142857144,normal
Lower,122,white pine,2018,11.75,1.0,14.3,-0.17832167832167836,normal
Lower,122,white pine,2021,11.8,3.0,11.75,0.001418439716312077,annualized
Lower,122,white pine,2022,11.8,1.0,11.8,0.0,normal
Lower,122,white pine,2023,11.95,1.0,11.8,0.01271186440677954,normal
Lower,122,white pine,2024,12.0,1.0,11.95,0.004184100418410101,normal
Lower,122,white pine,2025,12.4,1.0,12.0,0.03333333333333336,normal
Lower,123,black birch,2015,2.19,,,,initial
Lower,123,black birch,2016,2.13,1.0,2.19,-0.02739726027397263,normal
Lower,123,black birch,2017,2.2,1.0,2.13,0.03286384976525835,normal
Lower,123,black birch,2018,2.4,1.0,2.2,0.09090909090909079,normal
Lower,123,black birch,2021,2.5,3.0,2.4,0.013888888888888902,annualized
Lower,123,black birch,2022,2.32,1.0,2.5,-0.07200000000000006,normal
Lower,123,black birch,2023,2.55,1.0,2.32,0.09913793103448276,normal
Lower,123,black birch,2024,2.6,1.0,2.55,0.01960784313725501,normal
Lower,123,black birch,2025,2.72,1.0,2.6,0.04615384615384619,normal
Lower,125,musclewood,2015,1.51,,,,initial
Lower,125,musclewood,2016,1.7,1.0,1.51,0.1258278145695364,normal
Lower,125,musclewood,2017,3.06,1.0,1.7,0.8,normal
Lower,125,musclewood,2018,2.5,1.0,3.06,-0.18300653594771243,normal
Lower,125,musclewood,2021,1.5,3.0,2.5,-0.13333333333333333,annualized
Lower,125,musclewood,2022,1.52,1.0,1.5,0.013333333333333345,normal
Lower,125,musclewood,2023,1.5,1.0,1.52,-0.013157894736842117,normal
Lower,125,musclewood,2024,1.5,1.0,1.5,0.0,normal
Lower,125,musclewood,2025,1.5,1.0,1.5,0.0,normal
Lower,126,Sugar maple,2015,6.93,,,,initial
Lower,126,Sugar maple,2016,6.69,1.0,6.93,-0.034632034632034535,normal
Lower,126,Sugar maple,2017,6.8,1.0,6.69,0.01644245142002981,normal
Lower,126,Sugar maple,2018,6.6,1.0,6.8,-0.02941176470588238,normal
Lower,126,Sugar maple,2021,6.9,3.0,6.6,0.01515151515151519,annualized
Lower,126,Sugar maple,2022,7.0,1.0,6.9,0.014492753623188354,normal
Lower,126,Sugar maple,2023,6.94,1.0,7.0,-0.008571428571428516,normal
Lower,126,Sugar maple,2024,6.88,1.0,6.94,-0.008645533141210446,normal
Lower,126,Sugar maple,2025,6.91,1.0,6.88,0.004360465116279106,normal
Lower,127,Black Birch,2015,4.97,,,,initial
Lower,127,Black Birch,2016,5.1,1.0,4.97,0.026156941649899377,normal
Lower,127,Black Birch,2017,5.13,1.0,5.1,0.00588235294117652,normal
Lower,127,Black Birch,2018,5.2,1.0,5.13,0.013645224171540018,normal
Lower,127,Black Birch,2021,5.5,3.0,5.2,0.019230769230769218,annualized
Lower,127,Black Birch,2022,5.63,1.0,5.5,0.02363636363636362,normal
Lower,127,Black Birch,2023,5.81,1.0,5.63,0.03197158081705146,normal
Lower,127,Black Birch,2024,6.0,1.0,5.81,0.0327022375215147,normal
Lower,127,Black Birch,2025,5.7,1.0,6.0,-0.04999999999999997,normal
Lower,128,black birch,2015,8.6,,,,initial
Lower,128,black birch,2016,9.19,1.0,8.6,0.06860465116279069,normal
Lower,128,black birch,2017,9.58,1.0,9.19,0.04243743199129495,normal
Lower,128,black birch,2018,8.8,1.0,9.58,-0.08141962421711893,normal
Lower,128,black birch,2021,9.0,3.0,8.8,0.007575757575757548,annualized
Lower,128,black birch,2022,9.12,1.0,9.0,0.013333333333333246,normal
Lower,128,black birch,2023,9.19,1.0,9.12,0.00767543859649126,normal
Lower,128,black birch,2024,9.35,1.0,9.19,0.0174102285092492,normal
Lower,128,black birch,2025,9.63,1.0,9.35,0.029946524064171247,normal
Lower,129,musclewood,2015,4.25,,,,initial
Lower,129,musclewood,2016,4.13,1.0,4.25,-0.028235294117647084,normal
Lower,129,musclewood,2017,4.19,1.0,4.13,0.014527845036319733,normal
Lower,129,musclewood,2018,4.2,1.0,4.19,0.002386634844868684,normal
Lower,129,musclewood,2021,4.2,3.0,4.2,0.0,annualized
Lower,129,musclewood,2022,4.3,1.0,4.2,0.023809523809523725,normal
Lower,129,musclewood,2023,4.19,1.0,4.3,-0.025581395348837077,normal
Lower,129,musclewood,2024,5.22,1.0,4.19,0.24582338902147954,normal
Lower,129,musclewood,2025,8.61,1.0,5.22,0.6494252873563218,normal
Lower,130,muscle wood,2015,6.29,,,,initial
Lower,130,muscle wood,2016,6.2,1.0,6.29,-0.014308426073131934,normal
Lower,130,muscle wood,2017,10.69,1.0,6.2,0.7241935483870966,normal
Lower,130,muscle wood,2018,11.7,1.0,10.69,0.09448082319925162,normal
Lower,130,muscle wood,2021,11.1,3.0,11.7,-0.017094017094017085,annualized
Lower,130,muscle wood,2022,11.0,1.0,11.1,-0.009009009009008978,normal
Lower,130,muscle wood,2023,4.0,1.0,11.0,-0.6363636363636364,normal
Lower,130,muscle wood,2024,9.67,1.0,4.0,1.4175,normal
Lower,130,muscle wood,2025,9.28,1.0,9.67,-0.04033092037228548,normal
Lower,131,Muscle Wood,2015,4.27,,,,initial
Lower,131,Muscle Wood,2016,4.25,1.0,4.27,-0.00468384074941442,normal
Lower,131,Muscle Wood,2017,4.31,1.0,4.25,0.014117647058823438,normal
Lower,131,Muscle Wood,2018,6.65,1.0,4.31,0.5429234338747102,normal
Lower,131,Muscle Wood,2021,4.3,3.0,6.65,-0.11779448621553885,annualized
Lower,131,Muscle Wood,2022,4.36,1.0,4.3,0.01395348837209314,normal
Lower,131,Muscle Wood,2023,4.49,1.0,4.36,0.029816513761467864,normal
Lower,131,Muscle Wood,2024,4.33,1.0,4.49,-0.03563474387527843,normal
Lower,131,Muscle Wood,2025,6.9,1.0,4.33,0.5935334872979215,normal
Lower,132,black birch,2015,3.75,,,,initial
Lower,132,black birch,2016,3.56,1.0,3.75,-0.05066666666666665,normal
Lower,132,black birch,2017,3.13,1.0,3.56,-0.12078651685393263,normal
Lower,132,black birch,2018,3.8,1.0,3.13,0.21405750798722042,normal
Lower,132,black birch,2021,4.0,3.0,3.8,0.017543859649122823,annualized
Lower,132,black birch,2022,4.2,1.0,4.0,0.050000000000000044,normal
Lower,132,black birch,2023,4.13,1.0,4.2,-0.016666666666666732,normal
Lower,132,black birch,2024,4.16,1.0,4.13,0.0072639225181598665,normal
Lower,132,black birch,2025,4.2,1.0,4.16,0.009615384615384623,normal
Lower,133,black birch,2015,4.1,,,,initial
Lower,133,black birch,2016,4.13,1.0,4.1,0.0073170731707317685,normal
Lower,133,black birch,2017,4.13,1.0,4.13,0.0,normal
Lower,133,black birch,2018,4.13,1.0,4.13,0.0,normal
Lower,133,black birch,2021,4.44,3.0,4.13,0.025020177562550483,annualized
Lower,133,black birch,2022,4.24,1.0,4.44,-0.045045045045045085,normal
Lower,133,black birch,2023,4.5,1.0,4.24,0.06132075471698108,normal
Lower,133,black birch,2024,4.6,1.0,4.5,0.022222222222222143,normal
Lower,133,black birch,2025,4.68,1.0,4.6,0.017391304347826105,normal
Lower,135,white pine,2015,4.88,,,,initial
Lower,135,white pine,2016,4.7,1.0,4.88,-0.03688524590163929,normal
Lower,135,white pine,2017,4.7,1.0,4.7,0.0,normal
Lower,135,white pine,2018,4.6,1.0,4.7,-0.021276595744680965,normal
Lower,135,white pine,2021,4.7,3.0,4.6,0.007246376811594242,annualized
Lower,135,white pine,2022,4.72,1.0,4.7,0.004255319148936079,normal
Lower,135,white pine,2023,4.75,1.0,4.72,0.006355932203389884,normal
Lower,135,white pine,2024,4.69,1.0,4.75,-0.01263157894736834,normal
Lower,135,white pine,2025,4.7,1.0,4.69,0.0021321961620468627,normal
Lower,138,shagbark hickory,2015,16.5,,,,initial
Lower,138,shagbark hickory,2016,16.75,1.0,16.5,0.015151515151515152,normal
Lower,138,shagbark hickory,2017,16.06,1.0,16.75,-0.04119402985074635,normal
Lower,138,shagbark hickory,2018,15.9,1.0,16.06,-0.0099626400996263,normal
Lower,138,shagbark hickory,2021,16.9,3.0,15.9,0.02096436058700206,annualized
Lower,138,shagbark hickory,2022,16.16,1.0,16.9,-0.04378698224852062,normal
Lower,138,shagbark hickory,2023,16.5,1.0,16.16,0.02103960396039603,normal
Lower,138,shagbark hickory,2024,16.63,1.0,16.5,0.007878787878787818,normal
Lower,138,shagbark hickory,2025,17.15,1.0,16.63,0.031268791340950064,normal
Lower,140,black birch,2015,3.2,,,,initial
Lower,140,black birch,2016,3.2,1.0,3.2,0.0,normal
Lower,140,black birch,2017,3.18,1.0,3.2,-0.0062500000000000056,normal
Lower,140,black birch,2018,3.3,1.0,3.18,0.03773584905660367,normal
Lower,140,black birch,2021,3.5,3.0,3.3,0.020202020202020225,annualized
Lower,140,black birch,2022,3.28,1.0,3.5,-0.06285714285714292,normal
Lower,140,black birch,2023,3.44,1.0,3.28,0.04878048780487809,normal
Lower,140,black birch,2024,3.43,1.0,3.44,-0.0029069767441859845,normal
Lower,140,black birch,2025,3.54,1.0,3.43,0.032069970845481015,normal
Lower,141,Muscle Wood,2015,2.35,,,,initial
Lower,141,Muscle Wood,2016,2.38,1.0,2.35,0.012765957446808427,normal
Lower,141,Muscle Wood,2017,2.3,1.0,2.38,-0.033613445378151294,normal
Lower,141,Muscle Wood,2018,2.4,1.0,2.3,0.04347826086956526,normal
Lower,141,Muscle Wood,2021,2.38,3.0,2.4,-0.0027777777777777805,annualized
Lower,141,Muscle Wood,2022,2.44,1.0,2.38,0.02521008403361347,normal
Lower,141,Muscle Wood,2023,2.31,1.0,2.44,-0.05327868852459012,normal
Lower,141,Muscle Wood,2024,2.35,1.0,2.31,0.01731601731601733,normal
Lower,141,Muscle Wood,2025,2.28,1.0,2.35,-0.02978723404255331,normal
Lower,143,black birch,2015,3.6,,,,initial
Lower,143,black birch,2016,1.9,1.0,3.6,-0.47222222222222227,normal
Lower,143,black birch,2017,1.93,1.0,1.9,0.01578947368421054,normal
Lower,143,black birch,2018,1.94,1.0,1.93,0.005181347150259072,normal
Lower,143,black birch,2021,2.0,3.0,1.94,0.010309278350515472,annualized
Lower,143,black birch,2022,4.0,1.0,2.0,1.0,normal
Lower,143,black birch,2023,2.1,1.0,4.0,-0.475,normal
Lower,143,black birch,2024,2.12,1.0,2.1,0.009523809523809532,normal
Lower,143,black birch,2025,2.24,1.0,2.12,0.05660377358490571,normal
Lower,144,Yellow birch,2015,4.1,,,,initial
Lower,144,Yellow birch,2016,4.06,1.0,4.1,-0.009756097560975618,normal
Lower,144,Yellow birch,2017,4.06,1.0,4.06,0.0,normal
Lower,144,Yellow birch,2018,4.13,1.0,4.06,0.0172413793103449,normal
Lower,144,Yellow birch,2021,4.4,3.0,4.13,0.021791767554479455,annualized
Lower,144,Yellow birch,2022,4.5,1.0,4.4,0.022727272727272645,normal
Lower,144,Yellow birch,2023,11.38,1.0,4.5,1.528888888888889,normal
Lower,144,Yellow birch,2024,5.53,1.0,11.38,-0.5140597539543058,normal
Lower,144,Yellow birch,2025,4.55,1.0,5.53,-0.17721518987341778,normal
Lower,145,Red oak,2015,21.0,,,,initial
Lower,145,Red oak,2016,21.44,1.0,21.0,0.020952380952381014,normal
Lower,145,Red oak,2017,22.83,1.0,21.44,0.06483208955223867,normal
Lower,145,Red oak,2018,21.38,1.0,22.83,-0.06351292159439331,normal
Lower,145,Red oak,2021,21.7,3.0,21.38,0.004989086373557846,annualized
Lower,145,Red oak,2022,22.0,1.0,21.7,0.013824884792626762,normal
Lower,145,Red oak,2023,22.5,1.0,22.0,0.022727272727272728,normal
Lower,145,Red oak,2024,22.75,1.0,22.5,0.011111111111111112,normal
Lower,145,Red oak,2025,23.76,1.0,22.75,0.044395604395604464,normal
Lower,146,Dogwood,2015,1.83,,,,initial
Lower,146,Dogwood,2016,2.84,1.0,1.83,0.5519125683060108,normal
Lower,146,Dogwood,2017,2.7,1.0,2.84,-0.04929577464788722,normal
Lower,146,Dogwood,2018,3.1,1.0,2.7,0.1481481481481481,normal
Lower,146,Dogwood,2021,3.25,3.0,3.1,0.016129032258064505,annualized
Lower,146,Dogwood,2022,3.3,1.0,3.25,0.01538461538461533,normal
Lower,146,Dogwood,2023,1.86,1.0,3.3,-0.4363636363636363,normal
Lower,146,Dogwood,2024,3.2,1.0,1.86,0.7204301075268817,normal
Lower,146,Dogwood,2025,1.16,1.0,3.2,-0.6375,normal
Lower,148,black birch,2015,3.25,,,,initial
Lower,148,black birch,2016,3.19,1.0,3.25,-0.018461538461538477,normal
Lower,148,black birch,2017,3.3,1.0,3.19,0.03448275862068962,normal
Lower,148,black birch,2018,3.34,1.0,3.3,0.012121212121212133,normal
Lower,148,black birch,2021,3.5,3.0,3.34,0.015968063872255505,annualized
Lower,148,black birch,2022,3.6,1.0,3.5,0.0285714285714286,normal
Lower,148,black birch,2023,3.6,1.0,3.6,0.0,normal
Lower,148,black birch,2024,3.62,1.0,3.6,0.00555555555555556,normal
Lower,148,black birch,2025,3.24,1.0,3.62,-0.1049723756906077,normal
Lower,149,black birch,2015,11.23,,,,initial
Lower,149,black birch,2016,11.19,1.0,11.23,-0.0035618878005343655,normal
Lower,149,black birch,2017,11.3,1.0,11.19,0.009830205540661413,normal
Lower,149,black birch,2018,11.19,1.0,11.3,-0.009734513274336389,normal
Lower,149,black birch,2021,11.6,3.0,11.19,0.012213285671730715,annualized
Lower,149,black birch,2022,11.8,1.0,11.6,0.01724137931034492,normal
Lower,149,black birch,2023,11.38,1.0,11.8,-0.035593220338983045,normal
Lower,149,black birch,2024,11.94,1.0,11.38,0.04920913884007018,normal
Lower,150,black birch,2015,2.88,,,,initial
Lower,150,black birch,2016,2.9,1.0,2.88,0.006944444444444451,normal
Lower,150,black birch,2017,3.0,1.0,2.9,0.03448275862068969,normal
Lower,150,black birch,2018,3.1,1.0,3.0,0.03333333333333336,normal
Lower,150,black birch,2021,3.3,3.0,3.1,0.021505376344085992,annualized
Lower,150,black birch,2022,3.4,1.0,3.3,0.03030303030303033,normal
Lower,150,black birch,2023,3.5,1.0,3.4,0.02941176470588238,normal
Lower,150,black birch,2024,3.51,1.0,3.5,0.0028571428571427964,normal
Lower,150,black birch,2025,3.56,1.0,3.51,0.014245014245014322,normal
Lower,151,red oak,2015,18.7,,,,initial
Lower,151,red oak,2016,18.5,1.0,18.7,-0.010695187165775364,normal
Lower,151,red oak,2017,18.9,1.0,18.5,0.021621621621621546,normal
Lower,151,red oak,2018,18.8,1.0,18.9,-0.005291005291005179,normal
Lower,151,red oak,2021,29.2,3.0,18.8,0.18439716312056734,annualized
Lower,151,red oak,2022,29.16,1.0,29.2,-0.0013698630136986009,normal
Lower,151,red oak,2023,19.56,1.0,29.16,-0.32921810699588483,normal
Lower,151,red oak,2024,19.68,1.0,19.56,0.0061349693251534256,normal
Lower,151,red oak,2025,20.0,1.0,19.68,0.016260162601626032,normal
Lower,153,black birch,2015,1.9,,,,initial
Lower,153,black birch,2016,1.94,1.0,1.9,0.02105263157894739,normal
Lower,153,black birch,2017,1.94,1.0,1.94,0.0,normal
Lower,153,black birch,2018,2.0,1.0,1.94,0.03092783505154642,normal
Lower,153,black birch,2021,2.0,3.0,2.0,0.0,annualized
Lower,153,black birch,2022,4.5,1.0,2.0,1.25,normal
Lower,153,black birch,2023,2.22,1.0,4.5,-0.5066666666666666,normal
Lower,153,black birch,2024,2.19,1.0,2.22,-0.013513513513513624,normal
Lower,153,black birch,2025,2.15,1.0,2.19,-0.018264840182648418,normal
Lower,154,black birch,2015,1.81,,,,initial
Lower,154,black birch,2016,1.81,1.0,1.81,0.0,normal
Lower,154,black birch,2017,1.8,1.0,1.81,-0.005524861878453044,normal
Lower,154,black birch,2018,1.8,1.0,1.8,0.0,normal
Lower,154,black birch,2021,1.8,3.0,1.8,0.0,annualized
Lower,154,black birch,2022,4.5,1.0,1.8,1.5,normal
Lower,154,black birch,2023,1.9,1.0,4.5,-0.5777777777777778,normal
Lower,154,black birch,2024,1.9,1.0,1.9,0.0,normal
Lower,154,black birch,2025,2.0,1.0,1.9,0.052631578947368474,normal
Lower,157,black birch,2015,2.25,,,,initial
Lower,157,black birch,2016,2.25,1.0,2.25,0.0,normal
Lower,157,black birch,2017,2.31,1.0,2.25,0.02666666666666669,normal
Lower,157,black birch,2018,2.4,1.0,2.31,0.0389610389610389,normal
Lower,157,black birch,2021,2.5,3.0,2.4,0.013888888888888902,annualized
Lower,157,black birch,2022,6.25,1.0,2.5,1.5,normal
Lower,157,black birch,2023,2.55,1.0,6.25,-0.5920000000000001,normal
Lower,157,black birch,2024,2.52,1.0,2.55,-0.011764705882352865,normal
Lower,157,black birch,2025,2.56,1.0,2.52,0.015873015873015886,normal
Lower,160,Red maple,2015,2.29,,,,initial
Lower,160,Red maple,2016,2.25,1.0,2.29,-0.01746724890829696,normal
Lower,160,Red maple,2017,2.25,1.0,2.25,0.0,normal
Lower,160,Red maple,2018,2.25,1.0,2.25,0.0,normal
Lower,160,Red maple,2021,2.2,3.0,2.25,-0.007407407407407381,annualized
Lower,160,Red maple,2022,5.8,1.0,2.2,1.636363636363636,normal
Lower,160,Red maple,2023,2.29,1.0,5.8,-0.6051724137931034,normal
Lower,160,Red maple,2024,2.23,1.0,2.29,-0.026200873362445438,normal
Lower,160,Red maple,2025,2.29,1.0,2.23,0.02690582959641258,normal
Lower,161,black birch,2015,3.06,,,,initial
Lower,161,black birch,2016,3.1,1.0,3.06,0.013071895424836612,normal
Lower,161,black birch,2017,3.1,1.0,3.1,0.0,normal
Lower,161,black birch,2018,3.2,1.0,3.1,0.03225806451612906,normal
Lower,161,black birch,2021,3.2,3.0,3.2,0.0,annualized
